log_frequency_per_million,word,transcription,part_of_speech
0.78,crocodile,krQk@d2l,N
0.3,croissant,krwVsqN,N
0.3,crony,kr5nI,N
0.78,crook,krUk,N
0.7,crooked,krUkId,A
0.3,croon,krun,V
1.73,crop,krQp,N
0.9,crop,krQp,V
0.3,croquet,kr5k1,N
1.34,cross,krQs,N
1.88,cross,krQs,V
1.08,cross,krQs,A
0.6,Cross,krQs,N
0.48,crosscountry,krQskVntrI,A
0.48,crosse,krQs,N
0.3,cross-examination,krQsIgz{mIn1SH,N
1,crossing,krQsIN,N
0.3,cross-legged,krQslEgd,A
0.3,crossly,krQslI,ADV
0.3,crossroad,krQsr5d,N
0.48,cross-section,krQssEkSH,N
0.48,crossword,krQsw3d,N
0.3,crotch,krQJ,N
1.15,crouch,kr6J,V
0.48,crow,kr5,V
0.7,crow,kr5,N
1.81,crowd,kr6d,N
0.9,crowd,kr6d,V
1.36,crowded,kr6dId,A
1.38,crown,kr6n,N
0.78,crown,kr6n,V
1.53,crucial,kruSP,A
0.3,crucially,kruS@lI,ADV
0.6,crucifixion,krusIfIkSH,N
0.48,crucify,krusIf2,V
1.32,crude,krud,A
0.48,crudely,krudlI,ADV
1.45,cruel,kr9l,A
0.6,cruelly,kr9lI,ADV
1.3,cruelty,kr9ltI,N
0.7,cruise,kruz,N
1.3,cruise,kruz,V
0.7,cruiser,kruz@R,N
0.7,crumb,krVm,N
1.04,crumble,krVmbP,V
0.95,crumple,krVmpP,V
0.48,crunch,krVnJ,N
0.6,crunch,krVnJ,V
0.9,crusade,krus1d,N
0.6,crusader,krus1d@R,N
0.48,crush,krVS,N
1.32,crush,krVS,V
0.3,crushing,krVSIN,A
0.9,crust,krVst,N
0.6,crutch,krVJ,N
0.3,crux,krVks,N
1.46,cry,kr2,N
2.08,cry,kr2,V
0.3,crypt,krIpt,N
0.3,cryptic,krIptIk,A
1.23,crystal,krIstP,N
0.3,crystalline,krIst@l2n,A
0.6,crystallize,krIst@l2z,V
0.6,cub,kVb,N
1.26,Cuba,kjub@,N
0.78,Cuban,kjub@n,N
1.11,Cuban,kjub@n,A
0.95,cube,kjub,N
0.3,cube,kjub,V
0.7,cubic,kjubIk,A
0.78,cubicle,kjubIkP,N
0.3,cubism,kjubIz@m,N
0.3,cubist,kjubIst,N
0.7,cucumber,kjukVmb@R,N
0.6,cuddle,kVdP,V
0.3,cuddly,kVdlI,A
0.85,cue,kju,N
0.3,cuff,kVf,V
0.78,cuff,kVf,N
0.48,cull,kVl,V
0.48,culmination,kVlmIn1SH,N
0.6,culprit,kVlprIt,N
1,cult,kVlt,N
1.15,cultivate,kVltIv1t,V
0.78,cultivated,kVltIv1tId,A
0.85,cultivation,kVltIv1SH,N
1.75,cultural,kVlJ@r@l,A
0.6,culturally,kVlJ@r@lI,ADV
1.91,culture,kVlJ@R,N
0.3,cultured,kVlJ@d,A
0.48,cumbersome,kVmb@s@m,A
0.48,cumulative,kjumjUl@tIv,A
0.78,cunning,kVnIN,N
0.78,cunning,kVnIN,A
0.3,cunningly,kVnINlI,ADV
0.48,cunt,kVnt,N
1.89,cup,kVp,N
0.6,cup,kVp,V
1.3,cupboard,kVb@d,N
0.3,cupid,kjupId,N
0.3,curate,kj9r@t,N
0.3,curator,kj9r1t@R,N
0.7,curb,k3b,V
0.6,curd,k3d,N
0.3,curdle,k3dP,V
1.15,cure,kj9R,N
1.32,cure,kj9R,V
0.3,curfew,k3fju,N
1.36,curiosity,kj9rIQs@tI,N
1.71,curious,kj9r7s,A
1.23,curiously,kj9r7slI,ADV
0.9,curl,k3l,N
1.18,curl,k3l,V
0.6,curly,k3lI,A
0.3,currant,kVr@nt,N
1.18,currency,kVr@nsI,N
1.42,current,kVr@nt,N
1.84,current,kVr@nt,A
1.34,currently,kVr@ntlI,ADV
1.11,curriculum,k@rIkj@l@m,N
0.7,curry,kVrI,N
1,curse,k3s,N
1.18,curse,k3s,V
0.3,cursory,k3s@rI,A
0.3,curt,k3t,A
0.6,curtail,k3t1l,V
1.64,curtain,k3tH,N
0.3,curtain,k3tH,V
0.48,curtly,k3tlI,ADV
0.3,curvature,k3v@J@R,N
1.32,curve,k3v,N
1.08,curve,k3v,V
1.15,cushion,kUSH,N
0.3,cushion,kUSH,V
0.48,custard,kVst@d,N
0.3,custodian,kVst5dj@n,N
0.9,custody,kVst@dI,N
1.38,custom,kVst@m,N
0.3,customarily,kVst@m@r@lI,ADV
0.85,customary,kVst@m@rI,A
1.58,customer,kVst@m@R,N
1.08,customs,kVst@mz,N
1.57,cut,kVt,N
2.28,cut,kVt,V
0.48,cute,kjut,A
0.3,cutler,kVtl@R,N
0.48,cutlery,kVtl@rI,N
0.3,cutlet,kVtlIt,N
0.3,cutout,kVt6t,N
0.48,cutter,kVt@R,N
1.04,cutting,kVtIN,N
0.6,cutting,kVtIN,A
1.49,cycle,s2kP,N
0.78,cycle,s2kP,V
0.3,cyclist,s2klIst,N
0.9,cylinder,sIlInd@R,N
0.3,cynic,sInIk,N
0.95,cynical,sInIkP,A
0.3,cynically,sInIk@lI,ADV
0.6,cynicism,sInIsIz@m,N
1.04,Cyprus,s2pr@s,N
0.48,Cyril,sIr@l,N
0.48,Czech,JEk,N
0.48,Czech,JEk,A
0.78,Czechoslovakia,JEk5sl5v{k7,N
2.11,d,di,N
0.3,dab,d{b,N
0.7,dab,d{b,V
0.3,dabble,d{bP,V
0.3,dace,d1s,N
1.51,dad,d{d,N
1.28,daddy,d{dI,N
0.3,daffodil,d{f@dIl,N
0.48,daft,d#ft,A
0.48,dagger,d{g@R,N
1.81,daily,d1lI,A
1.23,daily,d1lI,ADV
0.3,dainty,d1ntI,A
1.04,dairy,d8rI,N
0.7,dais,d1Is,N
1.51,daisy,d1zI,N
0.6,dale,d1l,N
0.3,dally,d{lI,V
0.9,dam,d{m,N
1.64,damage,d{mI_,N
1.57,damage,d{mI_,V
0.48,damages,d{mI_Iz,N
0.48,dame,d1m,N
0.78,Dame,d1m,N
0.48,damn,d{m,N
1.28,damn,d{m,V
0.78,damn,d{m,A
1,damn,d{m,ADV
0.9,damned,d{md,ADV
1.04,damned,d{md,A
0.48,damp,d{mp,V
1.42,damp,d{mp,A
0.48,dampen,d{mp@n,V
1.57,dance,d#ns,N
1.82,dance,d#ns,V
1.15,dancer,d#ns@R,N
0.48,dandelion,d{ndIl2@n,N
0.48,dandy,d{ndI,N
0.7,Dane,d1n,N
1.97,danger,d1n_@R,N
1.91,dangerous,d1n_@r@s,A
0.9,dangerously,d1n_@r@slI,ADV
1,dangle,d{NgP,V
1.72,Daniel,d{nj@l,N
0.3,Danish,d1nIS,N
0.9,Danish,d1nIS,A
0.3,dank,d{Nk,A
0.85,Danny,d{nI,N
0.3,dapper,d{p@R,A
1.68,dare,d8R,V
0.3,daresay,d8s1,V
0.48,daring,d8rIN,N
0.7,daring,d8rIN,A
1.57,dark,d#k,N
2.2,dark,d#k,A
1.08,darken,d#k@n,V
0.48,darkly,d#klI,ADV
1.73,darkness,d#knIs,N
1.63,darling,d#lIN,N
0.48,darling,d#lIN,A
0.3,darn,d#n,V
0.48,dart,d#t,N
0.9,dart,d#t,V
0.3,darts,d#ts,N
0.78,dash,d{S,N
1.11,dash,d{S,V
0.3,dashboard,d{Sb$d,N
0.3,dashing,d{SIN,A
0.78,data,d1t@,N
1.8,date,d1t,N
1.4,date,d1t,V
1.61,datum,d1t@m,N
2.11,daughter,d$t@R,N
0.6,daunt,d$nt,V
0.85,Davenport,d{vHp$t,N
0.3,Davy,d1vI,N
0.3,dawdle,d$dP,V
1.51,dawn,d$n,N
0.78,dawn,d$n,V
2.95,day,d1,N
0.48,daydream,d1drim,N
0.3,daydream,d1drim,V
1.2,daylight,d1l2t,N
2.42,days,d1z,N
0.85,daytime,d1t2m,N
0.85,day-to-day,d1tud1,A
0.95,daze,d1z,V
1.11,dazzle,d{zP,V
0.6,D-day,did1,N
2.16,dead,dEd,A
1.04,dead,dEd,ADV
1.42,dead,dEd,N
0.3,deaden,dEdH,V
0.6,deadline,dEdl2n,N
1.08,deadly,dEdlI,A
0.3,deadly,dEdlI,ADV
0.95,deaf,dEf,A
0.3,deaf,dEf,N
0.6,deafen,dEfH,V
0.3,deafness,dEfnIs,N
2.14,deal,dil,N
2.02,deal,dil,V
1.18,dealer,dil@R,N
0.78,dealing,dilIN,N
0.48,dealings,dilINz,N
1.11,dean,din,N
1.54,dear,d7R,N
1.85,dear,d7R,A
0.3,dearest,d7rIst,N
0.48,dearly,d7lI,ADV
2.38,death,dET,N
0.3,deathbed,dETbEd,N
0.3,d#eb^acle,d1b#kP,N
0.3,debase,dIb1s,V
1.65,debate,dIb1t,N
1.08,debate,dIb1t,V
0.3,debilitate,dIbIlIt1t,V
0.48,debit,dEbIt,N
0.9,debris,d1bri,N
1.52,debt,dEt,N
0.3,debtor,dEt@R,N
0.48,debut,d1bju,N
1.89,decade,dEk1d,N
0.3,decadence,dEk@d@ns,N
0.3,decadent,dEk@d@nt,A
0.95,decay,dIk1,N
0.95,decay,dIk1,V
0.48,deceit,dIsit,N
1.11,deceive,dIsiv,V
1.58,December,dIsEmb@R,N
0.7,decency,disHsI,N
1.43,decent,disHt,A
0.48,decently,disHtlI,ADV
0.6,decentralization,disEntr@l2z1SH,N
0.48,decentralize,disEntr@l2z,V
0.9,deception,dIsEpSH,N
0.6,deceptive,dIsEptIv,A
0.3,deceptively,dIsEptIvlI,ADV
0.3,decibel,dEsIbEl,N
2.4,decide,dIs2d,V
0.48,decided,dIs2dId,A
0.6,decidedly,dIs2dIdlI,ADV
0.3,deciduous,dIsIdj9s,A
0.48,decipher,dIs2f@R,V
2.19,decision,dIsIZH,N
1.08,decisive,dIs2sIv,A
0.6,decisively,dIs2sIvlI,ADV
1.3,deck,dEk,N
0.3,deck,dEk,V
1.15,declaration,dEkl@r1SH,N
1.74,declare,dIkl8R,V
0.3,declared,dIkl8d,A
1.51,decline,dIkl2n,N
1.52,decline,dIkl2n,V
0.3,decode,dik5d,V
0.48,d#ecor,d1k$R,N
1.3,decorate,dEk@r1t,V
1.11,decoration,dEk@r1SH,N
0.78,decorative,dEk@r@tIv,A
0.3,decorator,dEk@r1t@R,N
0.3,decorous,dEk@r@s,A
0.3,decorum,dIk$r@m,N
0.3,decoy,dik4,N
0.48,decrease,dikris,N
1.15,decrease,dikris,V
0.48,decree,dIkri,N
0.6,decree,dIkri,V
0.3,decry,dIkr2,V
1,dedicate,dEdIk1t,V
1.08,dedicated,dEdIk1tId,A
0.78,dedication,dEdIk1SH,N
0.7,deduce,dIdjus,V
0.48,deduct,dIdVkt,V
0.95,deduction,dIdVkSH,N
1,deed,did,N
0.78,deem,dim,V
0.48,deep,dip,N
2.1,deep,dip,A
1.61,deep,dip,ADV
0.9,deepen,dip@n,V
1.72,deeply,diplI,ADV
0.3,deep-seated,dipsitId,A
1.08,deer,d7R,N
0.3,default,dIf$lt,N
1.36,defeat,dIfit,N
1.42,defeat,dIfit,V
1.04,defect,difEkt,N
0.3,defect,dIfEkt,V
0.48,defection,dIfEkSH,N
0.48,defective,dIfEktIv,A
0.3,defector,dIfEkt@R,N
2.08,defence,dIfEns,N
0.48,defenceless,dIfEnslIs,A
1.67,defend,dIfEnd,V
0.95,defendant,dIfEnd@nt,N
1,defender,dIfEnd@R,N
0.3,defensive,dIfEnsIv,N
1.11,defensive,dIfEnsIv,A
0.3,defensively,dIfEnsIvlI,ADV
0.7,defer,dIf3R,V
0.6,deference,dEf@r@ns,N
0.85,defiance,dIf2@ns,N
0.48,defiant,dIf2@nt,A
0.3,defiantly,dIf2@ntlI,ADV
1.04,deficiency,dIfISHsI,N
0.48,deficient,dIfISHt,A
1.08,deficit,dEfIsIt,N
0.3,defile,dIf2l,V
1.74,define,dIf2n,V
1.34,definite,dEfInIt,A
1.42,definitely,dEfInItlI,ADV
1.53,definition,dEfInISH,N
0.6,definitive,dIfInItIv,A
0.3,deflate,dIfl1t,V
0.3,deflation,dIfl1SH,N
0.7,deflect,dIflEkt,V
0.3,deflection,dIflEkSH,N
0.7,deforestation,difQrIst1SH,N
0.3,deform,dIf$m,V
0.6,deformed,dIf$md,A
0.3,deformity,dIf$m@tI,N
0.3,deft,dEft,A
0.48,deftly,dEftlI,ADV
0.3,defuse,difjuz,V
1.04,defy,dIf2,V
0.48,degenerate,dI_En@r1t,V
0.3,degenerate,dI_En@r@t,A
0.7,degradation,dEgr@d1SH,N
0.9,degrade,dIgr1d,V
2.15,degree,dIgri,N
0.3,dehumanize,dihjum@n2z,V
0.6,deity,diItI,N
0.3,dejected,dI_EktId,A
1.23,delay,dIl1,N
1.42,delay,dIl1,V
0.3,delectable,dIlEkt@bP,A
1.2,delegate,dElIg@t,N
0.48,delegate,dElIg1t,V
1.11,delegation,dElIg1SH,N
0.3,delete,dIlit,V
0.3,deliberate,dIlIb@r1t,V
1.3,deliberate,dIlIb@r@t,A
1.56,deliberately,dIlIb@r@tlI,ADV
0.78,deliberation,dIlIb@r1SH,N
0.85,delicacy,dElIk@sI,N
1.49,delicate,dElIk@t,A
0.9,delicately,dElIk@tlI,ADV
1.26,delicious,dIlIS@s,A
0.3,deliciously,dIlIS@slI,ADV
1.45,delight,dIl2t,N
1.54,delight,dIl2t,V
1.11,delightful,dIl2tfUl,A
0.3,delightfully,dIl2tf@lI,ADV
0.48,delinquency,dIlINkw@nsI,N
0.48,delinquent,dIlINkw@nt,N
0.3,delinquent,dIlINkw@nt,A
0.48,delirious,dIlIr7s,A
0.3,delirium,dIlIr7m,N
1.66,deliver,dIlIv@R,V
1.26,delivery,dIlIv@rI,N
0.3,dell,dEl,N
0.7,delta,dElt@,N
0.48,delude,dIlud,V
0.3,deluge,dElju_,N
0.78,delusion,dIluZH,N
0.3,delve,dElv,V
2.08,demand,dIm#nd,N
1.9,demand,dIm#nd,V
0.9,demanding,dIm#ndIN,A
0.48,demarcation,dim#k1SH,N
0.3,demean,dImin,V
0.3,demeanour,dImin@R,N
0.6,demented,dImEntId,A
0.6,demise,dIm2z,N
0.3,demo,dEm5,N
1.75,democracy,dImQkr@sI,N
1.08,democrat,dEm@kr{t,N
1.18,Democrat,dEm@kr{t,N
1.6,democratic,dEm@kr{tIk,A
1.23,Democratic,dEm@kr{tIk,A
0.3,democratically,dEm@kr{tIk@lI,ADV
0.3,demographic,dEm5gr{fIk,A
0.85,demolish,dImQlIS,V
0.6,demolition,dEm@lISH,N
1.15,demon,dim@n,N
0.3,demonic,dimQnIk,A
0.3,demonstrably,dEm@nstr@blI,ADV
1.66,demonstrate,dEm@nstr1t,V
1.48,demonstration,dEm@nstr1SH,N
0.78,demonstrator,dEm@nstr1t@R,N
0.6,demoralize,dImQr@l2z,V
0.3,demur,dIm3R,V
0.3,demure,dImj9R,A
1,den,dEn,N
1,denial,dIn2@l,N
0.3,denigrate,dEnIgr1t,V
0.48,denim,dEnIm,N
0.3,denomination,dInQmIn1SH,N
0.3,denominator,dInQmIn1t@R,N
0.48,denote,dIn5t,V
1.04,denounce,dIn6ns,V
1.2,dense,dEns,A
0.3,densely,dEnslI,ADV
1.18,density,dEns@tI,N
0.3,dent,dEnt,V
0.7,dental,dEntP,A
0.95,dentist,dEntIst,N
0.3,dentistry,dEntIstrI,N
0.3,denunciation,dInVnsI1SH,N
1.81,deny,dIn2,V
1.3,depart,dIp#t,V
0.3,departed,dIp#tId,A
2.12,department,dIp#tm@nt,N
0.7,departmental,dIp#tmEntP,A
1.43,departure,dIp#J@R,N
1.51,depend,dIpEnd,V
0.3,dependable,dIpEnd@bP,A
0.78,dependant,dIpEnd@nt,N
1.11,dependence,dIpEnd@ns,N
0.78,dependency,dIpEnd@nsI,N
1.51,dependent,dIpEnd@nt,A
1.08,depict,dIpIkt,V
0.6,deplete,dIplit,V
0.3,depletion,dIpliSH,N
0.48,deplorable,dIpl$r@bP,A
0.85,deplore,dIpl$R,V
1.04,deploy,dIpl4,V
0.7,deployment,dIpl4m@nt,N
0.48,deport,dIp$t,V
1.34,deposit,dIpQzIt,N
1.11,deposit,dIpQzIt,V
0.3,deposition,dEp@zISH,N
0.6,depot,dEp5,N
0.3,deprave,dIpr1v,V
0.3,depravity,dIpr{v@tI,N
0.85,depress,dIprEs,V
1.2,depressed,dIprEst,A
0.95,depressing,dIprEsIN,A
0.3,depressingly,dIprEsINlI,ADV
1.4,depression,dIprESH,N
0.3,depressive,dIprEsIv,A
0.95,deprivation,dEprIv1SH,N
1.23,deprived,dIpr2vd,A
1.46,depth,dEpT,N
1.08,depths,dEpTs,N
1.3,deputy,dEpjUtI,N
0.3,derange,dIr1n_,V
0.3,derby,d#bI,N
0.7,Derby,d#bI,N
0.48,derelict,dEr@lIkt,A
0.3,derision,dIrIZH,N
0.3,derogatory,dIrQg@t@rI,A
1.4,descend,dIsEnd,V
1.26,descendant,dIsEnd@nt,N
0.6,descended,dIsEndId,A
1,descent,dIsEnt,N
2.21,describe,dIskr2b,V
1.61,description,dIskrIpSH,N
0.6,descriptive,dIskrIptIv,A
1.61,desert,dEz@t,N
1.28,desert,dIz3t,V
0.3,deserter,dIz3t@R,N
0.3,desertion,dIz3SH,N
1.42,deserve,dIz3v,V
0.3,deserving,dIz3vIN,A
1.91,design,dIz2n,N
1.94,design,dIz2n,V
0.85,designate,dEzIgn1t,V
0.3,designation,dEzIgn1SH,N
1.36,designer,dIz2n@R,N
0.48,desirability,dIz2@r@bIl@tI,N
1.28,desirable,dIz2@r@bP,A
1.83,desire,dIz2@R,N
1.38,desire,dIz2@R,V
1.96,desk,dEsk,N
0.7,desolate,dEs@l@t,A
0.48,desolation,dEs@l1SH,N
1.43,despair,dIsp8R,N
0.6,despair,dIsp8R,V
0.48,despairing,dIsp8rIN,A
1.49,desperate,dEsp@r@t,A
1.36,desperately,dEsp@r@tlI,ADV
1,desperation,dEsp@r1SH,N
0.3,despicable,dIspIk@bP,A
1.15,despise,dIsp2z,V
2,despite,dIsp2t,FUNC
0.3,despondency,dIspQnd@nsI,N
0.78,dessert,dIz3t,N
1.08,destination,dEstIn1SH,N
0.3,destine,dEstIn,V
0.78,destined,dEstInd,A
1.15,destiny,dEstInI,N
0.3,destitute,dEstItjut,A
2.02,destroy,dIstr4,V
0.78,destroyer,dIstr4@R,N
1.54,destruction,dIstrVkSH,N
1.18,destructive,dIstrVktIv,A
0.3,desultory,dEs@lt@rI,A
0.78,detach,dIt{J,V
0.9,detached,dIt{Jt,A
0.85,detachment,dIt{Jm@nt,N
2.03,detail,dit1l,N
0.78,detail,dit1l,V
1.43,detailed,dit1ld,A
0.7,detain,dIt1n,V
1.38,detect,dItEkt,V
0.3,detectable,dItEkt@bP,A
0.7,detection,dItEkSH,N
1.38,detective,dItEktIv,N
0.3,detector,dItEkt@R,N
0.3,d#etente,d1tqnt,N
0.78,detention,dItEnSH,N
1,deter,dIt3R,V
0.85,detergent,dIt3_@nt,N
0.85,deteriorate,dIt7r7r1t,V
0.6,deterioration,dIt7r7r1SH,N
0.78,determinant,dIt3mIn@nt,N
1.3,determination,dIt3mIn1SH,N
1.72,determine,dIt3mIn,V
1.67,determined,dIt3mInd,A
0.3,determinism,dIt3mInIz@m,N
0.85,deterrence,dItEr@ns,N
1.04,deterrent,dItEr@nt,N
0.3,deterrent,dItEr@nt,A
0.78,detest,dItEst,V
0.3,detonate,dEt@n1t,V
0.3,detonation,dEt@n1SH,N
0.3,detour,dit9R,N
0.3,detriment,dEtrIm@nt,N
0.3,detrimental,dEtrImEntP,A
0.3,devaluation,div{ljU1SH,N
0.3,devalue,div{lju,V
0.6,devastate,dEv@st1t,V
0.85,devastating,dEv@st1tIN,A
0.3,devastation,dEv@st1SH,N
2.4,develop,dIvEl@p,V
0.78,developer,dIvEl@p@R,N
2.32,development,dIvEl@pm@nt,N
0.3,developmental,dIvEl@pmEntP,A
0.85,deviance,div7ns,N
0.48,deviant,divj@nt,N
0.6,deviant,divj@nt,A
0.3,deviate,divI1t,V
0.48,deviation,divI1SH,N
1.75,device,dIv2s,N
1.48,devil,dEvP,N
0.48,devious,divj@s,A
1.28,devise,dIv2z,V
0.6,devoid,dIv4d,A
0.3,devolution,div@luSH,N
1.51,devoted,dIv5tId,A
0.3,devotee,dEv5ti,N
0.95,devotion,dIv5SH,N
0.9,devour,dIv6@R,V
0.48,devout,dIv6t,A
0.7,dew,dju,N
0.3,dexterity,dEkstEr@tI,N
0.48,diabetes,d2@bitiz,N
0.3,diabolical,d2@bQlIkP,A
0.78,diagnose,d2@gn5z,V
1,diagnosis,d2@gn5sIs,N
0.48,diagnostic,d2@gnQstIk,A
0.3,diagonal,d2{g@nP,A
0.3,diagonally,d2{g@n@lI,ADV
1.11,diagram,d2@gr{m,N
0.6,dial,d2@l,N
0.9,dial,d2@l,V
0.78,dialect,d2@lEkt,N
0.48,dialectic,d2@lEktIk,N
0.3,dialectical,d2@lEktIkP,A
1.23,dialogue,d2@lQg,N
1.04,diameter,d2{mIt@R,N
1.15,diamond,d2@m@nd,N
0.3,diaper,d2@p@R,N
0.85,diaphragm,d2@fr{m,N
0.7,diarrhoea,d2@r7,N
1.34,diary,d2@rI,N
0.3,dice,d2s,N
0.3,dichotomy,d2kQt@mI,N
1.18,dick,dIk,N
0.78,dickens,dIkInz,N
0.3,dictate,dIkt1t,N
1.11,dictate,dIkt1t,V
0.3,dictation,dIkt1SH,N
0.7,dictator,dIkt1t@R,N
0.3,dictatorial,dIkt@t$r7l,A
0.9,dictatorship,dIkt1t@SIp,N
0.85,dictionary,dIkS@nrI,N
0.3,dictum,dIkt@m,N
2.38,die,d2,V
0.9,diesel,dizP,N
1.75,diet,d2@t,N
0.6,diet,d2@t,V
0.78,dietary,d2@t@rI,A
1.36,differ,dIf@R,V
2.18,difference,dIfr@ns,N
2.6,different,dIfr@nt,A
0.48,differential,dIf@rEnSP,N
0.48,differential,dIf@rEnSP,A
0.78,differentiate,dIf@rEnSI1t,V
0.6,differentiation,dIf@rEnSI1SH,N
1.18,differently,dIfr@ntlI,ADV
2.33,difficult,dIfIk@lt,A
2.03,difficulty,dIfIk@ltI,N
0.3,diffident,dIfId@nt,A
0.48,diffuse,dIfjuz,V
0.3,diffusion,dIfjuZH,N
0.48,dig,dIg,N
1.6,dig,dIg,V
0.9,digest,dI_Est,V
0.7,digestion,dI_EsJ@n,N
0.6,digestive,dI_EstIv,A
0.6,digging,dIgIN,N
0.6,digit,dI_It,N
0.6,digital,dI_ItP,A
0.85,dignified,dIgnIf2d,A
0.3,dignitary,dIgnIt@rI,N
1.4,dignity,dIgn@tI,N
0.3,digression,d2grESH,N
0.48,digs,dIgz,N
0.48,dike,d2k,N
0.3,dilapidated,dIl{pId1tId,A
0.3,dilate,d2l1t,V
1.18,dilemma,dIlEm@,N
0.3,diligent,dIlI_@nt,A
0.3,diligently,dIlI_@ntlI,ADV
0.7,dilute,d2ljut,V
0.48,dim,dIm,V
1.23,dim,dIm,A
0.7,dime,d2m,N
1.18,dimension,dImEnSH,N
0.78,dimensions,dImEnSHz,N
1.42,diminish,dImInIS,V
0.3,diminutive,dImInjUtIv,A
0.85,dimly,dImlI,ADV
0.6,din,dIn,N
1.49,dine,d2n,V
0.6,diner,d2n@R,N
0.48,dinghy,dINgI,N
0.48,dingy,dIn_I,A
1,dining-room,d2nINrUm,N
1.99,dinner,dIn@R,N
0.7,dinosaur,d2n5s$R,N
0.3,diocese,d2@sIs,N
0.95,dioxide,d2Qks2d,N
0.48,dip,dIp,N
1.23,dip,dIp,V
0.7,diploma,dIpl5m@,N
0.78,diplomacy,dIpl5m@sI,N
0.9,diplomat,dIpl@m{t,N
1.08,diplomatic,dIpl@m{tIk,A
0.7,dire,d2@R,A
1.72,direct,dIrEkt,V
1.91,direct,dIrEkt,A
2.03,direction,dIrEkSH,N
1,directions,dIrEkSHz,N
0.6,directive,dIrEktIv,N
1.85,directly,dIrEktlI,ADV
0.3,directness,dIrEktnIs,N
1.92,director,dIrEkt@R,N
0.48,directorate,dIrEkt@r@t,N
0.7,directory,dIrEkt@rI,N
0.48,dirk,d3k,N
1.3,dirt,d3t,N
1.61,dirty,d3tI,A
0.3,dirty,d3tI,ADV
0.78,disability,dIs@bIl@tI,N
0.48,disabled,dIs1bPd,N
0.3,disablement,dIs1bPm@nt,N
1.26,disadvantage,dIs@dv#ntI_,N
0.3,disaffection,dIs@fEkSH,N
1.15,disagree,dIs@gri,V
0.7,disagreeable,dIs@gri@bP,A
0.9,disagreement,dIs@grim@nt,N
1.84,disappear,dIs@p7R,V
0.78,disappearance,dIs@p7r@ns,N
0.48,disappoint,dIs@p4nt,V
1.32,disappointed,dIs@p4ntId,A
0.78,disappointing,dIs@p4ntIN,A
1.23,disappointment,dIs@p4ntm@nt,N
0.95,disapproval,dIs@pruvP,N
0.95,disapprove,dIs@pruv,V
0.48,disapproving,dIs@pruvIN,A
0.78,disarm,dIs#m,V
1.23,disarmament,dIs#m@m@nt,N
0.48,disarray,dIs@r1,N
1.62,disaster,dIz#st@R,N
1.11,disastrous,dIz#str@s,A
0.3,disastrously,dIz#str@slI,ADV
0.3,disband,dIsb{nd,V
0.78,disbelief,dIsbIlif,N
0.3,disbelieve,dIsbIliv,V
1.04,disc,dIsk,N
1.2,discard,dIsk#d,V
0.7,discern,dIs3n,V
0.48,discernible,dIs3n@bP,A
0.9,discharge,dIsJ#_,N
0.95,discharge,dIsJ#_,V
1.23,disciple,dIs2pP,N
0.48,disciplinary,dIsIplIn@rI,A
1.59,discipline,dIsIplIn,N
0.95,discipline,dIsIplIn,V
0.9,disclose,dIskl5z,V
0.6,disclosure,dIskl5Z@R,N
0.9,disco,dIsk5,N
0.3,discolour,dIskVl@R,V
1.04,discomfort,dIskVmf@t,N
0.7,disconcert,dIsk@ns3t,V
0.3,disconnect,dIsk@nEkt,V
0.3,disconnected,dIsk@nEktId,A
0.9,discontent,dIsk@ntEnt,N
0.3,discontinue,dIsk@ntInju,V
0.3,discord,dIsk$d,N
0.78,discount,dIsk6nt,N
0.7,discount,dIsk6nt,V
1.23,discourage,dIskVrI_,V
0.78,discourse,dIsk$s,N
2.14,discover,dIskVv@R,V
1.63,discovery,dIskVv@rI,N
0.7,discredit,dIskrEdIt,V
0.95,discreet,dIskrit,A
0.78,discreetly,dIskritlI,ADV
0.48,discrepancy,dIskrEp@nsI,N
0.48,discrete,dIskrit,A
0.95,discretion,dIskrESH,N
0.3,discretionary,dIskrESH@rI,A
0.78,discriminate,dIskrImIn1t,V
1.2,discrimination,dIskrImIn1SH,N
2.11,discuss,dIskVs,V
1.92,discussion,dIskVSH,N
0.48,disdain,dIsd1n,N
1.93,disease,dIziz,N
0.3,diseased,dIzizd,A
0.48,disembodied,dIsImbQdId,A
0.3,disengage,dIsIng1_,V
0.3,disfigure,dIsfIg@R,V
0.85,disgrace,dIsgr1s,N
0.48,disgrace,dIsgr1s,V
0.48,disgraceful,dIsgr1sfUl,A
0.9,disguise,dIsg2z,N
1.26,disguise,dIsg2z,V
1.08,disgust,dIsgVst,N
0.7,disgust,dIsgVst,V
1,disgusting,dIsgVstIN,A
1.45,dish,dIS,N
0.3,dish,dIS,V
1.11,dishes,dISIs,N
0.3,dishevelled,dISEvPd,A
0.78,dishonest,dIsQnIst,A
0.48,dishonesty,dIsQnIstI,N
0.48,dishwasher,dISwQS@R,N
0.3,disillusion,dIsIluZH,N
0.3,disillusion,dIsIluZH,V
0.48,disillusioned,dIsIluZHd,A
0.3,disillusionment,dIsIluZHm@nt,N
0.3,disinfectant,dIsInfEkt@nt,N
0.9,disintegrate,dIsIntIgr1t,V
0.48,disintegration,dIsIntIgr1SH,N
0.48,disinterested,dIsIntr@stId,A
1.04,dislike,dIsl2k,N
1.36,dislike,dIsl2k,V
0.48,dislodge,dIslQ_,V
